,db nflId,db name,rc nflId,rc name,play epa,expected epa,epa delta
1721,2541200,Rashaan Melvin,2543488,Jarvis Landry,0.011813,-0.036000000000000004,0.04781300000000001
2993,2558971,Greg Mabin,2543495,Davante Adams,0.011883,0.389,-0.37711700000000004
245,2556475,Briean Boddy-Calhoun,2533040,Mohamed Sanu,0.012176,0.44,-0.427824
293,2556475,Briean Boddy-Calhoun,2553840,Brian Parker,0.012968,-0.322,0.334968
3709,2532961,Danny Trevathan,2558266,George Kittle,0.013358,0.44,-0.426642
3702,2543681,Kyle Fuller,2553548,Jake Kumerow,0.013903,0.154,-0.140097
2920,2561039,Carlton Davis,2558091,Noah Brown,0.014927,0.191,-0.176073
4205,2540140,Barkevious Mingo,2560813,D.J. Moore,0.015863,0.045,-0.029137
686,2508107,Jimmy Smith,2555478,Demarcus Robinson,0.016142,0.33799999999999997,-0.321858
231,2550164,T.J. Carrie,2543457,Sammy Watkins,0.022038,0.536,-0.513962
1362,2560753,Donte Jackson,2508061,Antonio Brown,0.02382,0.114,-0.09018000000000001
2671,2532920,Josh Norman,2533039,Alshon Jeffery,0.0256,0.507,-0.4814
3174,2506345,Adam Jones,1032,Jordy Nelson,0.027138,0.17600000000000002,-0.14886200000000002
1563,2557855,Jarrad Davis,2530515,Chris Hogan,0.027706,0.40700000000000003,-0.379294
1272,2557887,Haason Reddick,497236,Jimmy Graham,0.029012,0.18600000000000003,-0.15698800000000002
1590,2540288,Darius Slay,2543495,Davante Adams,0.029256,0.389,-0.359744
762,89756,Jason McCourty,2543759,Ryan Grant,0.029284,0.087,-0.05771599999999999
310,2560916,Denzel Ward,2555331,Cody Core,0.029759,0.018000000000000002,0.011758999999999999
1831,2533060,Dre Kirkpatrick,2532865,T.Y. Hilton,0.030062,0.546,-0.515938
2698,2550613,Malcolm Butler,2559153,Keelan Cole,0.030947,-0.053,0.083947
2298,2556445,Brian Poole,2558149,JuJu Smith-Schuster,0.032853,0.332,-0.299147
3308,2541162,A.J. Bouye,2557870,Taywan Taylor,0.034027,0.019,0.015027000000000002
1100,2558061,Marshon Lattimore,2555214,Laquon Treadwell,0.034768,-0.14300000000000002,0.177768
2966,2550654,K'Waun Williams,2540154,Keenan Allen,0.034848,0.257,-0.22215200000000002
4112,2560741,Holton Hill,2552430,Tyler Lockett,0.036292,1.097,-1.060708
3658,2543681,Kyle Fuller,2555214,Laquon Treadwell,0.036548,-0.14300000000000002,0.179548
1401,2506352,Thomas Davis,2533040,Mohamed Sanu,0.036589,0.44,-0.403411
4131,2555177,Mackensie Alexander,2561261,Brandon Powell,0.036665,0.042,-0.0053349999999999995
1230,2557887,Haason Reddick,2541785,Adam Thielen,0.037375,0.35100000000000003,-0.31362500000000004
240,2560964,Genard Avery,2507828,Logan Paulsen,0.037809,0.778,-0.740191
3690,2543681,Kyle Fuller,2543495,Davante Adams,0.038336,0.389,-0.35066400000000003
3427,2552568,Byron Jones,2552458,Devin Funchess,0.038865,0.001,0.037864999999999996
4248,2558259,Shaquill Griffin,2556214,Tyreek Hill,0.040564,0.479,-0.438436
142,2556475,Briean Boddy-Calhoun,2508061,Antonio Brown,0.043374,0.114,-0.070626
2810,2561039,Carlton Davis,2556370,Michael Thomas,0.044419,0.6,-0.555581
2926,2556934,Javien Elliott,2533040,Mohamed Sanu,0.044757,0.44,-0.395243
2505,2556559,Mike Hilton,2550256,Willie Snead,0.045883,0.061,-0.015116999999999998
1703,2495617,Leon Hall,497322,Emmanuel Sanders,0.046854,0.221,-0.174146
720,2533062,Stephon Gilmore,2540165,DeAndre Hopkins,0.047738,0.429,-0.381262
1876,2543474,Darqueze Dennard,2649,Danny Amendola,0.047959,-0.028999999999999998,0.076959
820,2533057,Dont'a Hightower,2495888,Marcedes Lewis,0.049814,0.635,-0.585186
3712,2495108,Prince Amukamara,2552608,Stefon Diggs,0.049891,-0.02,0.069891
2259,2539653,Robert Alford,2552458,Devin Funchess,0.05038,0.001,0.04938
570,2555378,Tavon Young,2555466,Tyler Boyd,0.05154,0.579,-0.5274599999999999
2461,2539978,Jon Bostic,2555415,Austin Hooper,0.051624,0.23399999999999999,-0.18237599999999998
1515,2556537,Reggie Gilbert,2495438,Kyle Rudolph,0.051828,0.20800000000000002,-0.15617200000000003
363,2558976,Kenny Moore II,2531332,Terrelle Pryor,0.052553,0.0,0.052553
3359,2539237,D.J. Hayden,2557960,Ryan Switzer,0.053474,0.17,-0.11652600000000002
1615,2543872,Nevin Lawson,2541785,Adam Thielen,0.054401,0.35100000000000003,-0.29659900000000006
2887,2561039,Carlton Davis,2552458,Devin Funchess,0.056015,0.001,0.055015
1328,2505708,Mike Adams,2552600,Nelson Agholor,0.056319,0.204,-0.14768099999999998
1265,2539293,Gerald Hodges,2540154,Keenan Allen,0.056744,0.257,-0.200256
3738,2543501,Aaron Colvin,2556396,Chester Rogers,0.056813,0.158,-0.101187
2936,2558157,Ahkello Witherspoon,2558052,Kenny Golladay,0.057213,0.47200000000000003,-0.414787
1949,2543474,Darqueze Dennard,1032,Jordy Nelson,0.057735,0.17600000000000002,-0.11826500000000001
3202,2530510,Chris Harris,2556214,Tyreek Hill,0.05789,0.479,-0.42111
1625,2534830,Tavon Wilson,2558250,Tarik Cohen,0.058146,0.335,-0.27685400000000004
3213,2507917,Tramaine Brock,2540169,Robert Woods,0.059195,0.447,-0.387805
1141,2555277,Eli Apple,2558091,Noah Brown,0.059328,0.191,-0.131672
1584,2543872,Nevin Lawson,2560907,Marquez Valdes-Scantling,0.059456,0.12300000000000001,-0.06354400000000002
795,89756,Jason McCourty,2557863,Zay Jones,0.060473,-0.109,0.16947299999999998
1397,2555175,James Bradberry,2556370,Michael Thomas,0.061145,0.6,-0.538855
1334,2560753,Donte Jackson,2543847,John Brown,0.062939,0.168,-0.10506100000000002
1117,2552484,P.J. Williams,497326,Golden Tate,0.063184,-0.009000000000000001,0.072184
4136,2553456,Akeem King,2550617,Taylor Gabriel,0.064596,0.26,-0.19540400000000002
1573,2543872,Nevin Lawson,2550353,Allen Hurns,0.06531,0.23600000000000002,-0.17069
2954,2558157,Ahkello Witherspoon,2543457,Sammy Watkins,0.066043,0.536,-0.469957
672,4365,Brandon Carr,2561061,Russell Gage,0.067451,0.248,-0.18054900000000002
2192,2543851,Phillip Gaines,2543773,James White,0.067567,0.096,-0.028433
3511,2552568,Byron Jones,2555343,Josh Doctson,0.068776,-0.07,0.138776
3904,2555349,Kendall Fuller,497328,Demaryius Thomas,0.070864,0.371,-0.300136
2202,2560766,Taron Johnson,2560810,Anthony Miller,0.07277,0.299,-0.22623
1216,2558009,Budda Baker,2346,Pierre Garcon,0.07303,-0.095,0.16803
1645,2540288,Darius Slay,2543509,Allen Robinson,0.07326,0.285,-0.21173999999999998
1329,80668,Captain Munnerlyn,2540158,Zach Ertz,0.073525,0.207,-0.133475
3682,2543681,Kyle Fuller,2540169,Robert Woods,0.073782,0.447,-0.373218
1259,2495504,Patrick Peterson,2560961,Marcell Ateman,0.074373,-0.156,0.230373
35,2555383,Jalen Mills,2552608,Stefon Diggs,0.075948,-0.02,0.095948
2397,2539334,Desmond Trufant,2558066,Curtis Samuel,0.077068,0.052000000000000005,0.025067999999999993
2288,2555255,De'Vondre Campbell,2552559,C.J. Uzomah,0.078143,0.141,-0.06285699999999998
3785,496735,Kareem Jackson,2532865,T.Y. Hilton,0.078235,0.546,-0.46776500000000004
2382,2556443,Sharrod Neasman,2559248,Ricky Seals-Jones,0.080311,-0.486,0.566311
811,89756,Jason McCourty,497236,Jimmy Graham,0.084601,0.18600000000000003,-0.10139900000000003
352,2559087,Arthur Maulet,2530515,Chris Hogan,0.087156,0.40700000000000003,-0.319844
3219,2530510,Chris Harris,2560781,Christian Kirk,0.08979,0.127,-0.03721000000000001
2075,2495343,Buster Skrine,2649,Danny Amendola,0.091147,-0.028999999999999998,0.120147
2816,2555299,Vernon Hargreaves III,2558928,Austin Carr,0.092645,0.40700000000000003,-0.31435500000000005
2474,2555344,Artie Burns,2556519,Alex Erickson,0.098473,-0.33899999999999997,0.437473
4148,2558259,Shaquill Griffin,2550353,Allen Hurns,0.098487,0.23600000000000002,-0.137513
2476,2556559,Mike Hilton,2495450,A.J. Green,0.09862,0.39299999999999996,-0.29438
2144,2507817,Rafael Bush,2541785,Adam Thielen,0.100439,0.35100000000000003,-0.25056100000000003
348,2543811,Pierre Desir,238498,Julian Edelman,0.102054,0.13,-0.027946
3540,2555531,Anthony Brown,2558877,Zach Pascal,0.102276,-0.07,0.172276
3626,2532961,Danny Trevathan,2557863,Zay Jones,0.102652,-0.109,0.211652
3688,494289,Sherrick McManis,2540169,Robert Woods,0.103078,0.447,-0.343922
2823,2560884,M.J. Stewart,2556444,Josh Perkins,0.104814,-0.298,0.402814
2633,2532920,Josh Norman,2540165,DeAndre Hopkins,0.108495,0.429,-0.320505
3588,2555288,Nick Kwiatkoski,2495893,Brandon Marshall,0.112366,-0.168,0.280366
4161,2532966,Bobby Wagner,2557889,Gerald Everett,0.113677,0.21,-0.09632299999999999
1324,2555175,James Bradberry,2555343,Josh Doctson,0.11445,-0.07,0.18445
3664,2560877,Roquan Smith,2495438,Kyle Rudolph,0.115937,0.20800000000000002,-0.09206300000000002
311,2555166,Joe Schobert,2552559,C.J. Uzomah,0.115995,0.141,-0.025004999999999986
2818,2560884,M.J. Stewart,2556370,Michael Thomas,0.11749,0.6,-0.48251
3332,2555280,Jalen Ramsey,2540165,DeAndre Hopkins,0.120565,0.429,-0.308435
1970,2556367,William Jackson,2543488,Jarvis Landry,0.123036,-0.036000000000000004,0.159036
4058,2555177,Mackensie Alexander,2506106,Larry Fitzgerald,0.123502,0.023,0.10050200000000001
2957,2543680,Antone Exum,2540258,Travis Kelce,0.125918,0.52,-0.39408200000000004
3754,496735,Kareem Jackson,2561018,D.J. Chark,0.126692,-0.498,0.624692
3819,2530794,Ron Parker,2552633,Jesse James,0.127769,0.493,-0.365231
1738,2532986,Tahir Whitehead,2558886,Darrell Daniels,0.133156,-0.247,0.380156
1954,2533060,Dre Kirkpatrick,2560961,Marcell Ateman,0.1332,-0.156,0.2892
2742,2555158,Kevin Byard,2559193,Blake Jarwin,0.134579,0.34299999999999997,-0.20842099999999997
2049,2553353,Darryl Roberts,2556396,Chester Rogers,0.136377,0.158,-0.021623000000000003
3531,2560908,Leighton Vander Esch,2560995,Dallas Goedert,0.137651,0.165,-0.027349000000000012
3243,2530510,Chris Harris,2540165,DeAndre Hopkins,0.137695,0.429,-0.291305
670,2508107,Jimmy Smith,2495454,Julio Jones,0.144137,0.402,-0.25786300000000006
123,79848,Malcolm Jenkins,2540169,Robert Woods,0.146667,0.447,-0.300333
1074,2558061,Marshon Lattimore,71269,Michael Crabtree,0.148163,-0.079,0.227163
2171,2560766,Taron Johnson,2495469,Dion Lewis,0.149344,-0.152,0.301344
2242,2560914,Levi Wallace,2540202,Kenny Stills,0.149455,0.384,-0.234545
3058,2558183,John Johnson,71265,Jared Cook,0.15202,0.22699999999999998,-0.07497999999999999
2054,2533059,Morris Claiborne,2541785,Adam Thielen,0.154265,0.35100000000000003,-0.19673500000000002
4108,2560741,Holton Hill,238498,Julian Edelman,0.157574,0.13,0.027573999999999987
1755,2558062,Gareon Conley,2560761,Richie James,0.158877,-0.381,0.5398769999999999
746,89756,Jason McCourty,2532884,Marvin Jones,0.159101,0.342,-0.18289900000000003
2492,496733,Joe Haden,2543488,Jarvis Landry,0.161069,-0.036000000000000004,0.197069
1443,2506789,Tramon Williams,2557863,Zay Jones,0.161475,-0.109,0.270475
2324,2539653,Robert Alford,2543496,Odell Beckham Jr.,0.16189,0.305,-0.14311
127,2558168,Rasul Douglas,497328,Demaryius Thomas,0.16206,0.371,-0.20894
581,2555378,Tavon Young,497322,Emmanuel Sanders,0.162226,0.221,-0.05877399999999999
2001,2533059,Morris Claiborne,2532884,Marvin Jones,0.166237,0.342,-0.17576300000000003
2249,2539334,Desmond Trufant,2552600,Nelson Agholor,0.169598,0.204,-0.03440199999999999
101,2556587,Cre'von LeBlanc,2552415,Jamison Crowder,0.171657,0.1,0.071657
760,2556571,Jonathan Jones,2556396,Chester Rogers,0.172086,0.158,0.014085999999999987
3790,496735,Kareem Jackson,2532865,T.Y. Hilton,0.173602,0.546,-0.372398
1229,2558009,Budda Baker,2541785,Adam Thielen,0.180001,0.35100000000000003,-0.17099900000000004
2902,2561039,Carlton Davis,2558918,Matt Breida,0.181372,0.305,-0.12362799999999999
2975,2558157,Ahkello Witherspoon,2558208,Chad Williams,0.181474,-0.38,0.561474
21,2495613,Corey Graham,2550405,Erik Swoope,0.181539,0.504,-0.322461
3084,2556277,Marqui Christian,2495438,Kyle Rudolph,0.18557,0.20800000000000002,-0.022430000000000005
2702,2555158,Kevin Byard,2540158,Zach Ertz,0.186531,0.207,-0.020468999999999987
2607,2532920,Josh Norman,2550353,Allen Hurns,0.187388,0.23600000000000002,-0.048612000000000016
2287,2539334,Desmond Trufant,2556519,Alex Erickson,0.188609,-0.33899999999999997,0.527609
2599,2532920,Josh Norman,2495459,Torrey Smith,0.190195,0.32,-0.129805
3003,2558157,Ahkello Witherspoon,2506106,Larry Fitzgerald,0.190326,0.023,0.167326
1730,306,Dominique Rodgers-Cromartie,2553913,Tyrell Williams,0.191348,0.486,-0.294652
3240,2560763,Josey Jewell,2540165,DeAndre Hopkins,0.191507,0.429,-0.23749299999999998
297,2550164,T.J. Carrie,2560888,Courtland Sutton,0.194265,0.162,0.03226499999999999
216,2557980,Jabrill Peppers,2559044,Antony Auclair,0.195647,-0.114,0.309647
530,2552434,Bobby McCain,2543773,James White,0.198985,0.096,0.102985
3297,2541162,A.J. Bouye,2552424,Phillip Dorsett,0.199068,0.16399999999999998,0.035068000000000016
4329,2532861,Casey Hayward,2560781,Christian Kirk,0.19914,0.127,0.07214000000000001
3425,2557840,Chidobe Awuzie,2495459,Torrey Smith,0.199615,0.32,-0.12038500000000002
410,2560789,Darius Leonard,2535698,Cole Beasley,0.200136,0.435,-0.234864
3070,2556277,Marqui Christian,2540154,Keenan Allen,0.200511,0.257,-0.05648900000000001
3446,2555531,Anthony Brown,2541966,Jaron Brown,0.204168,0.677,-0.47283200000000003
2871,2561022,Jack Cichy,2557986,David Njoku,0.205888,0.002,0.20388799999999999
3571,2543681,Kyle Fuller,2495448,Randall Cobb,0.208011,0.084,0.124011
1827,2558982,Hardy Nickerson,2540232,Jack Doyle,0.208683,-0.125,0.333683
3102,2556593,Cory Littleton,2552399,Jeff Heuerman,0.20945,-0.294,0.50345
1923,2543474,Darqueze Dennard,2550256,Willie Snead,0.209578,0.061,0.148578
4029,2552448,Trae Waynes,2556460,Geronimo Allison,0.211015,0.536,-0.324985
2004,2532877,Trumaine Johnson,2558052,Kenny Golladay,0.211936,0.47200000000000003,-0.260064
3100,2556277,Marqui Christian,2553667,Matt LaCosse,0.213858,0.184,0.029857999999999996
1389,80668,Captain Munnerlyn,2553895,Adam Humphries,0.215111,0.276,-0.060889000000000026
424,2540219,J.J. Wilcox,2557858,Evan Engram,0.217605,0.22,-0.0023950000000000082
4019,2540155,Xavier Rhodes,2543495,Davante Adams,0.220907,0.389,-0.16809300000000002
2555,496733,Joe Haden,2556370,Michael Thomas,0.224632,0.6,-0.375368
1748,2555394,Daryl Worley,2530700,Dontrelle Inman,0.224939,0.462,-0.23706100000000002
1197,2543855,Bene' Benwikere,2552475,Todd Gurley,0.226885,0.047,0.17988500000000002
4021,2540155,Xavier Rhodes,2556460,Geronimo Allison,0.226905,0.536,-0.309095
2933,2556934,Javien Elliott,2533040,Mohamed Sanu,0.227635,0.44,-0.212365
2753,2540162,Logan Ryan,238498,Julian Edelman,0.233261,0.13,0.10326099999999999
2152,2559208,Ryan Lewis,2556460,Geronimo Allison,0.233529,0.536,-0.30247100000000005
3707,2495108,Prince Amukamara,2539964,Marquise Goodwin,0.234535,0.23600000000000002,-0.0014650000000000218
3669,2553500,Bryce Callahan,2543646,Bruce Ellington,0.236291,-0.036000000000000004,0.272291
1489,2560755,Josh Jackson,2552409,DeVante Parker,0.237353,-0.040999999999999995,0.278353
399,2557961,Quincy Wilson,2543614,Donte Moncrief,0.237466,0.05,0.18746600000000002
513,2555539,Xavien Howard,2532865,T.Y. Hilton,0.249702,0.546,-0.29629800000000006
3978,2552265,Steven Nelson,71269,Michael Crabtree,0.250964,-0.079,0.32996400000000004
1289,2495504,Patrick Peterson,2495454,Julio Jones,0.251575,0.402,-0.15042500000000003
3964,2552265,Steven Nelson,1032,Jordy Nelson,0.25699,0.17600000000000002,0.08098999999999998
1311,2555175,James Bradberry,2495450,A.J. Green,0.263275,0.39299999999999996,-0.12972499999999998
2297,2556445,Brian Poole,2558149,JuJu Smith-Schuster,0.264391,0.332,-0.06760900000000003
2611,2558136,Fabian Moreau,2555295,Sterling Shepard,0.26571,0.289,-0.023289999999999977
367,2543811,Pierre Desir,2543471,Kelvin Benjamin,0.267087,-0.493,0.760087
2389,2561132,Foye Oluokun,2559248,Ricky Seals-Jones,0.273045,-0.486,0.759045
4160,2560728,Tre Flowers,2543498,Brandin Cooks,0.274501,0.49200000000000005,-0.21749900000000005
2678,2555551,LeShaun Sims,2649,Danny Amendola,0.275035,-0.028999999999999998,0.30403499999999994
7,2552689,Ronald Darby,2543468,Mike Evans,0.275371,0.39799999999999996,-0.12262899999999999
2734,2540162,Logan Ryan,2535698,Cole Beasley,0.275832,0.435,-0.15916799999999998
1193,2558009,Budda Baker,2552415,Jamison Crowder,0.277998,0.1,0.17799800000000002
1677,2540288,Darius Slay,2552608,Stefon Diggs,0.278528,-0.02,0.298528
3746,2495251,Shareece Wright,2543759,Ryan Grant,0.279137,0.087,0.19213700000000003
3144,2532789,Mark Barron,2540258,Travis Kelce,0.283979,0.52,-0.23602100000000004
2148,2557867,Tre'Davious White,2543495,Davante Adams,0.284071,0.389,-0.104929
2458,2539978,Jon Bostic,2552402,Nick Boyle,0.286091,-0.147,0.433091
1445,2560755,Josh Jackson,2557863,Zay Jones,0.2875,-0.109,0.39649999999999996
3505,2555310,Jaylon Smith,2559924,Ito Smith,0.289876,0.102,0.18787600000000004
3162,2556593,Cory Littleton,2540158,Zach Ertz,0.291409,0.207,0.08440899999999998
1414,2506789,Tramon Williams,2543509,Allen Robinson,0.292644,0.285,0.00764400000000004
2895,2556934,Javien Elliott,2532841,Michael Floyd,0.295284,-0.225,0.520284
2230,2557867,Tre'Davious White,2558052,Kenny Golladay,0.299367,0.47200000000000003,-0.17263300000000004
845,71251,Patrick Chung,2649,Danny Amendola,0.304722,-0.028999999999999998,0.33372199999999996
4103,2555177,Mackensie Alexander,238498,Julian Edelman,0.305474,0.13,0.17547400000000002
529,2560725,Minkah Fitzpatrick,2537931,Josh Gordon,0.305582,0.544,-0.23841800000000002
2572,2553796,Quinton Dunbar,2532865,T.Y. Hilton,0.306828,0.546,-0.23917200000000005
3269,2555550,Justin Simmons,2558266,George Kittle,0.307292,0.44,-0.132708
4271,2557927,Desmond King,2543498,Brandin Cooks,0.309102,0.49200000000000005,-0.18289800000000006
1395,2555175,James Bradberry,2556370,Michael Thomas,0.310853,0.6,-0.289147
2048,2560822,Parry Nickerson,2556396,Chester Rogers,0.318526,0.158,0.16052599999999997
1871,2556817,Tony McRae,2560854,Calvin Ridley,0.319327,0.483,-0.16367299999999996
3638,2495108,Prince Amukamara,2560765,Kerryon Johnson,0.320799,0.266,0.05479899999999999
2781,2550613,Malcolm Butler,2543614,Donte Moncrief,0.321176,0.05,0.27117600000000003
2955,2558157,Ahkello Witherspoon,2543457,Sammy Watkins,0.3222,0.536,-0.21380000000000005
634,4365,Brandon Carr,2560920,James Washington,0.322795,0.003,0.319795
1623,2543872,Nevin Lawson,2543509,Allen Robinson,0.322992,0.285,0.037992000000000026
2736,2558065,Adoree' Jackson,2555224,Ezekiel Elliott,0.323531,-0.055,0.378531
287,2550164,T.J. Carrie,2560813,D.J. Moore,0.323533,0.045,0.27853300000000003
2705,2540162,Logan Ryan,2540158,Zach Ertz,0.325302,0.207,0.11830199999999999
3643,2543681,Kyle Fuller,2532884,Marvin Jones,0.325435,0.342,-0.016565000000000052
1331,2552447,Shaq Thompson,2540158,Zach Ertz,0.327207,0.207,0.12020700000000004
618,2558067,Marlon Humphrey,2557870,Taywan Taylor,0.327986,0.019,0.308986
1554,2543872,Nevin Lawson,2543828,Quincy Enunwa,0.328383,-0.051,0.37938299999999997
113,79848,Malcolm Jenkins,2559193,Blake Jarwin,0.328571,0.34299999999999997,-0.01442899999999997
1571,2543872,Nevin Lawson,2539336,Tavon Austin,0.328601,0.187,0.14160099999999998
1056,2556735,Ken Crawley,2557034,Marvin Hall,0.329869,-0.048,0.377869
3038,2558157,Ahkello Witherspoon,2530747,Doug Baldwin,0.331372,0.40700000000000003,-0.07562800000000003
4037,2560746,Mike Hughes,2557898,Cooper Kupp,0.334366,0.599,-0.264634
3737,2543501,Aaron Colvin,2543466,Eric Ebron,0.334911,0.29,0.044911000000000034
2271,2539334,Desmond Trufant,2555466,Tyler Boyd,0.337095,0.579,-0.24190499999999998
2281,2539334,Desmond Trufant,2555466,Tyler Boyd,0.337977,0.579,-0.24102299999999993
3593,494289,Sherrick McManis,2541966,Jaron Brown,0.33806,0.677,-0.33894
1654,2543872,Nevin Lawson,2540169,Robert Woods,0.345454,0.447,-0.10154600000000003
4101,2552448,Trae Waynes,2543495,Davante Adams,0.348256,0.389,-0.040744
1734,2555394,Daryl Worley,2540154,Keenan Allen,0.348432,0.257,0.09143200000000001
1556,2552262,Quandre Diggs,2558266,George Kittle,0.349901,0.44,-0.09009899999999998
427,2543811,Pierre Desir,2557848,Corey Davis,0.349941,0.214,0.135941
812,71251,Patrick Chung,497236,Jimmy Graham,0.350006,0.18600000000000003,0.16400599999999996
3011,2560917,Fred Warner,2559248,Ricky Seals-Jones,0.350809,-0.486,0.8368089999999999
1602,2557955,Teez Tabor,2649,Danny Amendola,0.35135,-0.028999999999999998,0.38034999999999997
1215,2495504,Patrick Peterson,2495893,Brandon Marshall,0.35325,-0.168,0.52125
4020,2540155,Xavier Rhodes,2543495,Davante Adams,0.355371,0.389,-0.03362900000000002
71,2552689,Ronald Darby,2552487,Amari Cooper,0.356168,0.27899999999999997,0.07716800000000001
3872,2530794,Ron Parker,497240,Rob Gronkowski,0.359163,0.39899999999999997,-0.039836999999999956
3133,2552488,Marcus Peters,2530747,Doug Baldwin,0.359788,0.40700000000000003,-0.04721200000000003
3572,2553500,Bryce Callahan,2495448,Randall Cobb,0.359919,0.084,0.27591899999999997
1919,2556367,William Jackson,2556370,Michael Thomas,0.361091,0.6,-0.23890899999999998
190,2560916,Denzel Ward,71269,Michael Crabtree,0.363686,-0.079,0.442686
1943,2555547,KeiVarae Russell,2540154,Keenan Allen,0.367678,0.257,0.110678
3884,2307,Orlando Scandrick,2495450,A.J. Green,0.369659,0.39299999999999996,-0.023340999999999945
273,2543851,Phillip Gaines,497328,Demaryius Thomas,0.371933,0.371,0.0009330000000000171
2361,2539653,Robert Alford,71269,Michael Crabtree,0.378431,-0.079,0.45743100000000003
1280,2540170,David Amerson,2540203,Levine Toilolo,0.378608,0.7020000000000001,-0.32339200000000007
2017,2555256,Jordan Jenkins,2543488,Jarvis Landry,0.379219,-0.036000000000000004,0.415219
1583,2535609,DeShawn Shead,497236,Jimmy Graham,0.380433,0.18600000000000003,0.194433
1093,2555277,Eli Apple,2555214,Laquon Treadwell,0.380786,-0.14300000000000002,0.5237860000000001
2850,2561039,Carlton Davis,2550617,Taylor Gabriel,0.388586,0.26,0.12858599999999998
3485,2557840,Chidobe Awuzie,2557870,Taywan Taylor,0.395411,0.019,0.376411
1211,2539932,Jamar Taylor,2552430,Tyler Lockett,0.399512,1.097,-0.697488
2209,2507817,Rafael Bush,2532887,Jermaine Kearse,0.39986,-0.17800000000000002,0.57786
2269,2539334,Desmond Trufant,2556370,Michael Thomas,0.401928,0.6,-0.19807199999999997
1431,2506789,Tramon Williams,2555343,Josh Doctson,0.402607,-0.07,0.472607
1166,2555277,Eli Apple,2558149,JuJu Smith-Schuster,0.404604,0.332,0.072604
566,2555178,Maurice Canady,2557863,Zay Jones,0.405162,-0.109,0.514162
3166,1302,Aqib Talib,2506106,Larry Fitzgerald,0.406408,0.023,0.38340799999999997
3161,2540197,Nickell Robey-Coleman,497326,Golden Tate,0.406686,-0.009000000000000001,0.415686
1660,2543872,Nevin Lawson,2506106,Larry Fitzgerald,0.408438,0.023,0.385438
4198,2558259,Shaquill Griffin,2543495,Davante Adams,0.40899,0.389,0.019990000000000008
625,2555378,Tavon Young,2556370,Michael Thomas,0.413339,0.6,-0.18666099999999997
2697,2555551,LeShaun Sims,2559153,Keelan Cole,0.415642,-0.053,0.468642
1177,2552484,P.J. Williams,2558149,JuJu Smith-Schuster,0.418627,0.332,0.08662700000000001
3768,2495251,Shareece Wright,2561521,Cameron Batson,0.420737,-0.10300000000000001,0.523737
1184,2558163,Alex Anzalone,2560894,Ian Thomas,0.423471,0.196,0.22747099999999998
946,2555277,Eli Apple,2495454,Julio Jones,0.427665,0.402,0.025664999999999993
2133,2555546,Rashard Robinson,2530515,Chris Hogan,0.429531,0.40700000000000003,0.022530999999999968
1301,80668,Captain Munnerlyn,2560735,Michael Gallup,0.430104,0.11599999999999999,0.314104
3424,2557840,Chidobe Awuzie,2532978,Jarius Wright,0.431315,0.043,0.388315
4300,2556828,Trevor Williams,2561054,Damion Ratley,0.4323,-0.087,0.5193
1504,2560982,Tony Brown,2558856,David Moore,0.436132,0.254,0.18213200000000002
4268,2556828,Trevor Williams,2543498,Brandin Cooks,0.437844,0.49200000000000005,-0.05415600000000004
3391,2555280,Jalen Ramsey,2557870,Taywan Taylor,0.438914,0.019,0.419914
1288,2557887,Haason Reddick,2495454,Julio Jones,0.441412,0.402,0.039412
1178,2552484,P.J. Williams,2532978,Jarius Wright,0.444576,0.043,0.40157600000000004
1811,2558062,Gareon Conley,2543471,Kelvin Benjamin,0.446714,-0.493,0.9397139999999999
1493,2555340,Kyler Fackrell,2649,Danny Amendola,0.448896,-0.028999999999999998,0.477896
3523,2552568,Byron Jones,2540158,Zach Ertz,0.450177,0.207,0.243177
4212,2553637,Justin Coleman,2560813,D.J. Moore,0.455885,0.045,0.410885
3204,2555550,Justin Simmons,2555478,Demarcus Robinson,0.455923,0.33799999999999997,0.11792300000000006
2762,2558065,Adoree' Jackson,2532865,T.Y. Hilton,0.45766,0.546,-0.08834000000000003
1564,2558821,Jamal Agnew,2530515,Chris Hogan,0.457677,0.40700000000000003,0.05067699999999997
3530,2557840,Chidobe Awuzie,2533039,Alshon Jeffery,0.459289,0.507,-0.047711
3561,2541832,Jeff Heath,2550599,Scott Simonson,0.464713,-0.342,0.806713
4176,2495252,K.J. Wright,2541199,Luke Willson,0.465963,-0.09300000000000001,0.558963
1712,2532986,Tahir Whitehead,2557859,Jake Butt,0.478202,-1.385,1.863202
3587,2495108,Prince Amukamara,2495893,Brandon Marshall,0.481208,-0.168,0.649208
1224,2558009,Budda Baker,2558202,Trent Taylor,0.481926,-0.109,0.5909260000000001
1663,2543872,Nevin Lawson,2506106,Larry Fitzgerald,0.483175,0.023,0.460175
36,79848,Malcolm Jenkins,2495438,Kyle Rudolph,0.486881,0.20800000000000002,0.278881
2273,2539653,Robert Alford,2495450,A.J. Green,0.487351,0.39299999999999996,0.09435100000000002
4323,2560760,Derwin James,2560888,Courtland Sutton,0.487794,0.162,0.32579400000000003
4084,2560741,Holton Hill,2532884,Marvin Jones,0.489791,0.342,0.14779099999999995
4275,2556828,Trevor Williams,2346,Pierre Garcon,0.494079,-0.095,0.589079
2284,2539219,Blidi Wreh-Wilson,2555466,Tyler Boyd,0.501066,0.579,-0.07793399999999995
